startYear,runtimeMinutes,numVotes
1929.0,62.0,1065
1929.0,100.0,1052
1929.0,88.0,926
1929.0,90.0,898
1929.0,62.0,884
1929.0,150.0,807
1929.0,90.0,764
1929.0,120.0,668
1929.0,140.0,651
1929.0,113.0,649
1929.0,92.0,628
1929.0,74.0,613
1929.0,99.0,602
1929.0,76.0,590
1929.0,91.0,581
1929.0,91.0,576
1929.0,95.0,565
1929.0,76.0,541
1929.0,88.0,536
1929.0,100.0,531
1929.0,95.0,528
1929.0,65.0,523
1929.0,77.0,523
1929.0,65.0,470
1929.0,63.0,466
1929.0,82.0,466
1929.0,85.0,460
1929.0,85.0,455
1929.0,68.0,449
1929.0,73.0,445
1929.0,65.0,440
1929.0,103.0,430
1929.0,86.0,407
1929.0,71.0,404
1929.0,80.0,403
1929.0,74.0,399
1929.0,89.0,382
1929.0,77.0,378
1929.0,72.0,378
1929.0,80.0,363
1929.0,86.0,359
1929.0,95.0,354
1929.0,91.0,353
1929.0,129.0,350
1929.0,121.0,336
1929.0,87.0,333
1929.0,70.0,331
1929.0,68.0,328
1929.0,104.0,320
1929.0,128.0,318
1929.0,94.0,310
1929.0,86.0,309
1929.0,105.0,290
1929.0,60.0,284
1929.0,84.0,276
1929.0,83.0,271
1929.0,103.0,270
1930.0,136.0,53554
1930.0,104.0,12420
1930.0,97.0,12252
1930.0,60.0,11525
1930.0,104.0,5065
1930.0,92.0,4912
1930.0,127.0,4466
1930.0,75.0,4307
1930.0,125.0,3056
1930.0,77.0,2567
1930.0,89.0,2509
1930.0,73.0,2442
1930.0,84.0,2434
1930.0,85.0,1879
1930.0,96.0,1821
1930.0,87.0,1625
1930.0,108.0,1499
1930.0,69.0,1408
1930.0,97.0,1377
1930.0,96.0,1198
1930.0,79.0,1196
1930.0,90.0,1037
1930.0,76.0,949
1930.0,72.0,945
1930.0,92.0,912
1930.0,93.0,898
1930.0,99.0,891
1930.0,99.0,886
1930.0,93.0,886
1930.0,78.0,832
1930.0,97.0,821
1930.0,92.0,777
1930.0,93.0,764
1930.0,83.0,753
1930.0,116.0,714
1930.0,85.0,708
1930.0,99.0,698
1930.0,72.0,678
1930.0,71.0,651
1930.0,76.0,618
1930.0,113.0,577
1930.0,65.0,576
1930.0,65.0,549
1930.0,86.0,531
1930.0,85.0,523
1930.0,102.0,519
1930.0,93.0,477
1930.0,72.0,462
1930.0,75.0,460
1930.0,74.0,445
1930.0,83.0,429
1930.0,95.0,427
1930.0,60.0,417
1930.0,81.0,413
1930.0,79.0,401
1930.0,75.0,381
1930.0,63.0,380
1930.0,94.0,367
1930.0,85.0,364
1930.0,73.0,362
1930.0,89.0,353
1930.0,56.0,344
1930.0,79.0,336
1930.0,65.0,334
1930.0,77.0,324
1930.0,98.0,324
1930.0,80.0,321
1930.0,70.0,320
1930.0,91.0,317
1930.0,90.0,315
1930.0,65.0,306
1930.0,86.0,305
1930.0,64.0,301
1930.0,82.0,301
1930.0,88.0,298
1930.0,59.0,295
1930.0,69.0,293
1930.0,100.0,289
1930.0,73.0,288
1930.0,78.0,274
1930.0,75.0,267
1930.0,82.0,264
1930.0,91.0,255
1930.0,85.0,250
1930.0,69.0,230
1930.0,65.0,228
1930.0,79.0,225
1930.0,102.0,222
1930.0,69.0,216
1930.0,84.0,207
1930.0,69.0,206
1930.0,77.0,200
1930.0,85.0,199
1930.0,81.0,199
1930.0,69.0,198
1930.0,65.0,195
1930.0,72.0,194
1930.0,96.0,193
1930.0,72.0,191
1930.0,120.0,188
1930.0,92.0,187
1930.0,95.0,183
1931.0,87.0,148572
1931.0,117.0,129004
1931.0,70.0,58819
1931.0,75.0,41359
1931.0,83.0,16117
1931.0,98.0,11443
1931.0,79.0,10802
1931.0,77.0,10453
1931.0,123.0,4795
1931.0,86.0,4422
1931.0,104.0,3726
1931.0,92.0,3677
1931.0,104.0,3665
1931.0,91.0,3229
1931.0,89.0,3027
1931.0,93.0,3005
1931.0,81.0,2950
1931.0,72.0,2904
1931.0,89.0,2589
1931.0,85.0,2578
1931.0,80.0,2532
1931.0,86.0,2458
1931.0,81.0,2236
1931.0,88.0,2143
1931.0,101.0,2070
1931.0,93.0,2028
1931.0,56.0,1954
1931.0,112.0,1797
1931.0,130.0,1794
1931.0,91.0,1738
1931.0,90.0,1621
1931.0,81.0,1569
1931.0,114.0,1541
1931.0,81.0,1517
1931.0,76.0,1509
1931.0,89.0,1503
1931.0,79.0,1379
1931.0,108.0,1345
1931.0,72.0,1293
1931.0,80.0,1282
1931.0,80.0,1281
1931.0,92.0,1274
1931.0,89.0,1204
1931.0,74.0,1204
1931.0,76.0,1195
1931.0,71.0,1192
1931.0,83.0,1109
1931.0,90.0,1107
1931.0,93.0,1094
1931.0,90.0,1005
1931.0,73.0,1003
1931.0,76.0,976
1931.0,71.0,966
1931.0,84.0,950
1931.0,90.0,937
1931.0,66.0,826
1931.0,122.0,820
1931.0,68.0,819
1931.0,79.0,738
1931.0,80.0,707
1931.0,75.0,679
1931.0,73.0,669
1931.0,90.0,660
1931.0,83.0,646
1931.0,85.0,616
1931.0,69.0,604
1931.0,75.0,578
1931.0,81.0,569
1931.0,78.0,550
1931.0,68.0,550
1931.0,90.0,527
1931.0,100.0,517
1931.0,79.0,515
1931.0,75.0,510
1931.0,74.0,504
1931.0,72.0,503
1931.0,96.0,501
1931.0,81.0,497
1931.0,68.0,496
1931.0,80.0,491
1931.0,92.0,479
1931.0,76.0,461
1931.0,109.0,454
1931.0,77.0,446
1931.0,85.0,427
1931.0,85.0,425
1931.0,74.0,425
1931.0,74.0,415
1931.0,73.0,407
1931.0,95.0,402
1931.0,82.0,400
1931.0,76.0,380
1931.0,81.0,375
1931.0,81.0,366
1931.0,80.0,363
1931.0,96.0,358
1931.0,90.0,350
1931.0,70.0,345
1931.0,68.0,340
1931.0,74.0,336
1931.0,80.0,327
1931.0,76.0,327
1931.0,119.0,324
1931.0,75.0,311
1931.0,107.0,302
1931.0,82.0,302
1931.0,68.0,294
1931.0,69.0,288
1931.0,87.0,287
1931.0,84.0,281
1931.0,85.0,281
1931.0,82.0,273
1931.0,64.0,266
1931.0,46.0,262
1931.0,68.0,261
1931.0,95.0,258
1931.0,87.0,257
1931.0,72.0,256
1931.0,84.0,254
1931.0,90.0,251
1931.0,62.0,251
1932.0,64.0,38367
1932.0,93.0,22967
1932.0,73.0,20772
1932.0,112.0,15748
1932.0,75.0,13809
1932.0,83.0,11747
1932.0,68.0,10850
1932.0,92.0,10581
1932.0,63.0,9100
1932.0,69.0,8284
1932.0,72.0,7721
1932.0,70.0,7298
1932.0,82.0,6560
1932.0,100.0,6501
1932.0,55.0,5152
1932.0,85.0,4747
1932.0,80.0,4435
1932.0,100.0,4270
1932.0,66.0,4127
1932.0,93.0,3840
1932.0,83.0,3391
1932.0,104.0,3302
1932.0,61.0,3257
1932.0,88.0,3142
1932.0,67.0,3058
1932.0,101.0,2958
1932.0,63.0,2886
1932.0,68.0,2791
1932.0,76.0,2492
1932.0,79.0,2406
1932.0,94.0,2166
1932.0,78.0,2155
1932.0,88.0,1924
1932.0,68.0,1870
1932.0,78.0,1840
1932.0,108.0,1803
1932.0,75.0,1670
1932.0,68.0,1574
1932.0,77.0,1534
1932.0,88.0,1453
1932.0,140.0,1366
1932.0,70.0,1332
1932.0,78.0,1308
1932.0,84.0,1252
1932.0,68.0,1230
1932.0,81.0,1201
1932.0,85.0,1123
1932.0,115.0,1077
1932.0,91.0,1045
1932.0,85.0,1030
1932.0,69.0,1025
1932.0,69.0,998
1932.0,86.0,980
1932.0,98.0,962
1932.0,73.0,956
1932.0,80.0,943
1932.0,85.0,941
1932.0,64.0,926
1932.0,70.0,920
1932.0,85.0,906
1932.0,75.0,886
1932.0,72.0,882
1932.0,84.0,877
1932.0,85.0,850
1932.0,73.0,846
1932.0,75.0,831
1932.0,67.0,816
1932.0,80.0,811
1932.0,71.0,805
1932.0,73.0,793
1932.0,121.0,786
1932.0,86.0,785
1932.0,82.0,767
1932.0,79.0,755
1932.0,76.0,753
1932.0,71.0,741
1932.0,72.0,736
1932.0,63.0,729
1932.0,77.0,701
1932.0,78.0,689
1932.0,67.0,670
1932.0,99.0,645
1932.0,88.0,639
1932.0,74.0,633
1932.0,69.0,591
1932.0,109.0,591
1932.0,72.0,584
1932.0,75.0,580
1932.0,68.0,577
1932.0,71.0,576
1932.0,79.0,564
1932.0,73.0,555
1932.0,72.0,549
1932.0,62.0,549
1932.0,70.0,541
1932.0,55.0,533
1932.0,69.0,511
1932.0,75.0,497
1932.0,58.0,497
1932.0,80.0,496
1932.0,81.0,488
1932.0,87.0,487
1932.0,68.0,486
1932.0,91.0,481
1932.0,93.0,470
1932.0,227.0,468
1932.0,62.0,466
1932.0,82.0,462
1932.0,75.0,439
1932.0,77.0,438
1932.0,73.0,432
1932.0,80.0,431
1932.0,76.0,430
1932.0,63.0,429
1932.0,79.0,428
1932.0,96.0,428
1932.0,77.0,424
1932.0,96.0,424
1932.0,66.0,423
1932.0,86.0,421
1932.0,54.0,412
1932.0,66.0,405
1932.0,92.0,401
1932.0,73.0,397
1932.0,78.0,396
1932.0,64.0,386
1932.0,72.0,361
1932.0,86.0,360
1932.0,73.0,358
1932.0,84.0,348
1932.0,68.0,339
1932.0,118.0,335
1932.0,73.0,331
1932.0,73.0,331
1932.0,76.0,330
1932.0,66.0,323
1932.0,84.0,323
1932.0,94.0,322
1932.0,92.0,316
1933.0,100.0,73897
1933.0,68.0,52386
1933.0,71.0,26256
1933.0,122.0,10300
1933.0,89.0,9738
1933.0,68.0,7096
1933.0,111.0,6966
1933.0,97.0,6594
1933.0,99.0,6589
1933.0,115.0,5565
1933.0,71.0,5481
1933.0,91.0,5062
1933.0,66.0,4978
1933.0,104.0,4199
1933.0,77.0,4161
1933.0,112.0,3984
1933.0,70.0,3512
1933.0,96.0,3445
1933.0,97.0,3307
1933.0,89.0,3079
1933.0,87.0,2686
1933.0,73.0,2636
1933.0,74.0,2368
1933.0,96.0,2070
1933.0,77.0,2004
1933.0,65.0,1949
1933.0,76.0,1914
1933.0,82.0,1894
1933.0,92.0,1818
1933.0,76.0,1725
1933.0,78.0,1644
1933.0,68.0,1636
1933.0,90.0,1620
1933.0,95.0,1556
1933.0,76.0,1455
1933.0,60.0,1399
1933.0,87.0,1313
1933.0,95.0,1273
1933.0,77.0,1230
1933.0,90.0,1223
1933.0,88.0,1199
1933.0,75.0,1196
1933.0,87.0,1192
1933.0,85.0,1189
1933.0,69.0,1156
1933.0,78.0,1141
1933.0,100.0,1139
1933.0,74.0,1101
1933.0,68.0,1098
1933.0,86.0,1062
1933.0,82.0,1022
1933.0,69.0,947
1933.0,54.0,942
1933.0,73.0,932
1933.0,67.0,930
1933.0,75.0,930
1933.0,76.0,911
1933.0,70.0,906
1933.0,113.0,896
1933.0,73.0,891
1933.0,90.0,843
1933.0,53.0,826
1933.0,98.0,812
1933.0,62.0,811
1933.0,85.0,775
1933.0,78.0,763
1933.0,72.0,759
1933.0,95.0,758
1933.0,66.0,739
1933.0,78.0,715
1933.0,72.0,711
1933.0,72.0,700
1933.0,82.0,697
1933.0,66.0,690
1933.0,47.0,688
1933.0,99.0,663
1933.0,88.0,662
1933.0,73.0,657
1933.0,84.0,650
1933.0,102.0,640
1933.0,67.0,633
1933.0,80.0,585
1933.0,100.0,573
1933.0,66.0,564
1933.0,90.0,563
1933.0,78.0,562
1933.0,200.0,556
1933.0,86.0,537
1933.0,60.0,536
1933.0,76.0,534
1933.0,83.0,524
1933.0,68.0,518
1933.0,90.0,517
1933.0,71.0,513
1933.0,66.0,513
1933.0,68.0,504
1933.0,85.0,501
1933.0,92.0,494
1933.0,76.0,492
1933.0,72.0,488
1933.0,96.0,482
1933.0,73.0,475
1933.0,77.0,464
1933.0,65.0,442
1933.0,69.0,434
1933.0,75.0,426
1933.0,72.0,425
1933.0,57.0,424
1933.0,83.0,422
1933.0,74.0,419
1933.0,88.0,419
1933.0,101.0,418
1933.0,54.0,410
1933.0,64.0,410
1933.0,80.0,409
1933.0,64.0,394
1933.0,71.0,392
1933.0,58.0,390
1933.0,92.0,389
1933.0,89.0,387
1933.0,65.0,385
1933.0,70.0,379
1933.0,94.0,372
1933.0,70.0,369
1933.0,66.0,362
1933.0,72.0,360
1933.0,65.0,357
1933.0,77.0,354
1933.0,62.0,353
1933.0,76.0,347
1933.0,72.0,344
1933.0,210.0,339
1933.0,72.0,337
1933.0,100.0,336
1933.0,69.0,334
1933.0,117.0,333
1933.0,65.0,329
1933.0,67.0,327
1934.0,105.0,85046
1934.0,91.0,24209
1934.0,75.0,15283
1934.0,89.0,12962
1934.0,65.0,8190
1934.0,107.0,6214
1934.0,77.0,5536
1934.0,83.0,5481
1934.0,91.0,5378
1934.0,104.0,5204
1934.0,68.0,4525
1934.0,104.0,4458
1934.0,111.0,3596
1934.0,97.0,3533
1934.0,93.0,3194
1934.0,100.0,3082
1934.0,73.0,2696
1934.0,86.0,2632
1934.0,99.0,2347
1934.0,113.0,2225
1934.0,110.0,2181
1934.0,51.0,1899
1934.0,85.0,1835
1934.0,80.0,1724
1934.0,79.0,1688
1934.0,91.0,1678
1934.0,85.0,1590
1934.0,79.0,1474
1934.0,109.0,1449
1934.0,67.0,1419
1934.0,281.0,1395
1934.0,79.0,1260
1934.0,54.0,1248
1934.0,68.0,1239
1934.0,80.0,1236
1934.0,85.0,1225
1934.0,85.0,1181
1934.0,78.0,1133
1934.0,81.0,1129
1934.0,80.0,1093
1934.0,102.0,1064
1934.0,115.0,1043
1934.0,93.0,1027
1934.0,93.0,996
1934.0,83.0,989
1934.0,78.0,970
1934.0,118.0,961
1934.0,75.0,955
1934.0,55.0,935
1934.0,62.0,925
1934.0,85.0,904
1934.0,88.0,884
1934.0,66.0,884
1934.0,53.0,867
1934.0,55.0,863
1934.0,104.0,821
1934.0,52.0,815
1934.0,71.0,809
1934.0,81.0,801
1934.0,59.0,773
1934.0,52.0,761
1934.0,96.0,761
1934.0,69.0,756
1934.0,76.0,755
1934.0,76.0,737
1934.0,54.0,726
1934.0,68.0,691
1934.0,76.0,689
1934.0,87.0,677
1934.0,64.0,676
1934.0,55.0,669
1934.0,66.0,668
1934.0,89.0,662
1934.0,76.0,662
1934.0,74.0,657
1934.0,93.0,637
1934.0,81.0,618
1934.0,63.0,612
1934.0,87.0,609
1934.0,74.0,605
1934.0,110.0,602
1934.0,86.0,589
1934.0,65.0,587
1934.0,74.0,587
1934.0,74.0,565
1934.0,62.0,556
1934.0,97.0,547
1934.0,84.0,533
1934.0,89.0,531
1934.0,73.0,529
1934.0,63.0,525
1934.0,71.0,516
1934.0,78.0,515
1934.0,95.0,510
1934.0,99.0,497
1934.0,72.0,497
1934.0,89.0,483
1934.0,92.0,482
1934.0,78.0,472
1934.0,84.0,457
