startYear,runtimeMinutes,numVotes
1972.0,88.0,1903
1972.0,94.0,1856
1972.0,72.0,1822
1972.0,93.0,1806
1972.0,90.0,1799
1972.0,113.0,1767
1972.0,91.0,1737
1972.0,95.0,1719
1972.0,108.0,1700
1972.0,99.0,1676
1972.0,92.0,1630
1972.0,102.0,1590
1972.0,88.0,1581
1972.0,92.0,1566
1972.0,101.0,1560
1972.0,121.0,1550
1972.0,91.0,1540
1972.0,119.0,1519
1972.0,162.0,1480
1972.0,103.0,1463
1972.0,119.0,1441
1972.0,132.0,1417
1972.0,101.0,1403
1972.0,116.0,1388
1972.0,100.0,1387
1972.0,92.0,1386
1972.0,94.0,1384
1972.0,94.0,1366
1972.0,105.0,1348
1972.0,99.0,1344
1972.0,92.0,1341
1972.0,102.0,1330
1972.0,86.0,1326
1972.0,143.0,1314
1972.0,110.0,1310
1972.0,147.0,1301
1972.0,101.0,1290
1972.0,125.0,1288
1972.0,102.0,1280
1972.0,89.0,1274
1972.0,87.0,1254
1972.0,86.0,1242
1972.0,98.0,1220
1972.0,87.0,1203
1972.0,93.0,1200
1972.0,99.0,1196
1972.0,89.0,1184
1972.0,97.0,1182
1972.0,97.0,1164
1972.0,101.0,1154
1972.0,103.0,1145
1972.0,109.0,1134
1972.0,102.0,1125
1972.0,52.0,1112
1972.0,93.0,1094
1972.0,95.0,1085
1972.0,96.0,1076
1972.0,97.0,1071
1972.0,89.0,1068
1972.0,89.0,1061
1972.0,104.0,1047
1972.0,125.0,1046
1972.0,94.0,1044
1972.0,79.0,1032
1972.0,103.0,1029
1972.0,101.0,1009
1972.0,94.0,978
1972.0,46.0,971
1972.0,88.0,970
1972.0,90.0,962
1972.0,76.0,960
1972.0,84.0,945
1972.0,99.0,945
1972.0,132.0,940
1972.0,88.0,926
1972.0,99.0,922
1972.0,111.0,915
1972.0,95.0,914
1972.0,110.0,911
1972.0,95.0,904
1972.0,91.0,890
1972.0,90.0,890
1972.0,101.0,882
1972.0,95.0,880
1972.0,107.0,879
1972.0,96.0,872
1972.0,89.0,860
1972.0,101.0,858
1972.0,83.0,857
1972.0,97.0,855
1972.0,102.0,852
1972.0,100.0,838
1972.0,99.0,836
1972.0,184.0,832
1972.0,96.0,831
1972.0,87.0,821
1972.0,105.0,821
1972.0,89.0,813
1972.0,91.0,811
1972.0,94.0,805
1972.0,80.0,789
1972.0,94.0,789
1972.0,88.0,787
1972.0,92.0,785
1972.0,100.0,783
1972.0,92.0,782
1972.0,103.0,781
1972.0,105.0,780
1972.0,94.0,779
1972.0,96.0,762
1972.0,111.0,756
1972.0,86.0,755
1972.0,100.0,753
1972.0,104.0,746
1972.0,106.0,742
1972.0,75.0,742
1972.0,95.0,738
1972.0,90.0,734
1972.0,100.0,732
1972.0,98.0,731
1972.0,145.0,726
1972.0,90.0,722
1972.0,87.0,721
1972.0,90.0,711
1972.0,94.0,693
1972.0,138.0,690
1972.0,92.0,685
1972.0,180.0,685
1972.0,125.0,684
1972.0,114.0,669
1972.0,80.0,657
1972.0,98.0,638
1972.0,84.0,636
1972.0,96.0,633
1972.0,98.0,622
1972.0,83.0,614
1972.0,69.0,605
1972.0,83.0,599
1972.0,97.0,598
1972.0,90.0,593
1972.0,100.0,592
1972.0,97.0,584
1972.0,106.0,577
1972.0,86.0,575
1972.0,92.0,574
1972.0,80.0,574
1972.0,89.0,571
1972.0,79.0,568
1972.0,90.0,568
1972.0,125.0,567
1972.0,101.0,556
1972.0,91.0,552
1972.0,112.0,551
1972.0,105.0,549
1972.0,90.0,547
1972.0,90.0,542
1972.0,95.0,533
1972.0,95.0,526
1972.0,104.0,514
1972.0,85.0,512
1972.0,84.0,511
1972.0,108.0,509
1972.0,92.0,508
1972.0,105.0,507
1972.0,86.0,507
1972.0,85.0,505
1972.0,110.0,504
1972.0,95.0,503
1972.0,90.0,500
1972.0,92.0,499
1972.0,93.0,492
1972.0,99.0,490
1972.0,90.0,489
1972.0,60.0,486
1972.0,122.0,482
1972.0,98.0,475
1972.0,105.0,474
1972.0,92.0,472
1972.0,112.0,468
1972.0,109.0,467
1972.0,95.0,467
1972.0,83.0,462
1972.0,103.0,460
1972.0,91.0,456
1972.0,82.0,454
1972.0,98.0,453
1972.0,90.0,451
1972.0,88.0,448
1972.0,95.0,446
1972.0,82.0,444
1972.0,100.0,443
1972.0,95.0,443
1972.0,96.0,442
1972.0,95.0,441
1972.0,87.0,441
1972.0,81.0,439
1972.0,88.0,438
1972.0,120.0,433
1972.0,89.0,433
1972.0,90.0,431
1972.0,93.0,428
1972.0,94.0,418
1972.0,86.0,418
1972.0,104.0,418
1972.0,90.0,417
1972.0,107.0,406
1972.0,91.0,399
1972.0,89.0,397
1972.0,106.0,392
1972.0,96.0,385
1972.0,83.0,385
1972.0,123.0,382
1972.0,80.0,379
1972.0,90.0,378
1972.0,59.0,377
1972.0,99.0,374
1972.0,89.0,373
1972.0,115.0,373
1972.0,90.0,372
1972.0,101.0,372
1972.0,128.0,365
1972.0,86.0,362
1973.0,122.0,335198
1973.0,129.0,221353
1973.0,151.0,113180
1973.0,83.0,104119
1973.0,130.0,97380
1973.0,102.0,88913
1973.0,121.0,88011
1973.0,112.0,84628
1973.0,110.0,74928
1973.0,88.0,59227
1973.0,94.0,58646
1973.0,97.0,52644
1973.0,124.0,51364
1973.0,88.0,46909
1973.0,105.0,45350
1973.0,110.0,43158
1973.0,102.0,38184
1973.0,89.0,37764
1973.0,123.0,35660
1973.0,143.0,34568
1973.0,114.0,31709
1973.0,93.0,26983
1973.0,106.0,23284
1973.0,112.0,22551
1973.0,116.0,21103
1973.0,72.0,20507
1973.0,118.0,20234
1973.0,104.0,19963
1973.0,116.0,17960
1973.0,122.0,16492
1973.0,94.0,15532
1973.0,98.0,15084
1973.0,106.0,14300
1973.0,112.0,13963
1973.0,93.0,13411
1973.0,95.0,11060
1973.0,100.0,10810
1973.0,130.0,10713
1973.0,97.0,10643
1973.0,103.0,9905
1973.0,111.0,9728
1973.0,108.0,9139
1973.0,90.0,8605
1973.0,104.0,8334
1973.0,102.0,7524
1973.0,75.0,7408
1973.0,105.0,7407
1973.0,92.0,7356
1973.0,178.0,7005
1973.0,113.0,6636
1973.0,104.0,6262
1973.0,103.0,5386
1973.0,118.0,5234
1973.0,96.0,5002
1973.0,95.0,4989
1973.0,112.0,4976
1973.0,89.0,4830
1973.0,92.0,4736
1973.0,87.0,4700
1973.0,120.0,4525
1973.0,125.0,4473
1973.0,217.0,4429
1973.0,114.0,4372
1973.0,103.0,4317
1973.0,107.0,4273
1973.0,81.0,4234
1973.0,87.0,4204
1973.0,100.0,4200
1973.0,238.0,3992
1973.0,95.0,3948
1973.0,106.0,3867
1973.0,98.0,3824
1973.0,95.0,3507
1973.0,114.0,3453
1973.0,101.0,3421
1973.0,103.0,3409
1973.0,100.0,3379
1973.0,145.0,3317
1973.0,90.0,3122
1973.0,110.0,3054
1973.0,99.0,3038
1973.0,72.0,2959
1973.0,103.0,2932
1973.0,86.0,2861
1973.0,99.0,2852
1973.0,88.0,2822
1973.0,103.0,2790
1973.0,92.0,2758
1973.0,124.0,2757
1973.0,87.0,2730
1973.0,89.0,2631
1973.0,90.0,2599
1973.0,77.0,2597
1973.0,85.0,2552
1973.0,106.0,2500
1973.0,104.0,2440
1973.0,110.0,2438
1973.0,95.0,2433
1973.0,84.0,2431
1973.0,87.0,2404
1973.0,118.0,2358
1973.0,89.0,2358
1973.0,122.0,2330
1973.0,88.0,2263
1973.0,83.0,2253
1973.0,97.0,2241
1973.0,112.0,2233
1973.0,91.0,2220
1973.0,112.0,2206
1973.0,86.0,2202
1973.0,85.0,2156
1973.0,91.0,2133
1973.0,97.0,2088
1973.0,124.0,2079
1973.0,96.0,1973
1973.0,92.0,1969
1973.0,85.0,1952
1973.0,150.0,1940
1973.0,91.0,1874
1973.0,103.0,1852
1973.0,97.0,1834
1973.0,80.0,1790
1973.0,117.0,1753
1973.0,164.0,1730
1973.0,94.0,1725
1973.0,120.0,1705
1973.0,95.0,1577
1973.0,80.0,1572
1973.0,82.0,1570
1973.0,98.0,1521
1973.0,82.0,1520
1973.0,86.0,1470
1973.0,168.0,1451
1973.0,95.0,1435
1973.0,100.0,1435
1973.0,85.0,1417
1973.0,67.0,1410
1973.0,90.0,1403
1973.0,100.0,1391
1973.0,111.0,1369
1973.0,95.0,1359
1973.0,146.0,1346
1973.0,91.0,1337
1973.0,95.0,1335
1973.0,93.0,1328
1973.0,110.0,1291
1973.0,239.0,1270
1973.0,130.0,1254
1973.0,115.0,1212
1973.0,106.0,1212
1973.0,90.0,1198
1973.0,114.0,1196
1973.0,95.0,1193
1973.0,87.0,1167
1973.0,82.0,1157
1973.0,94.0,1139
1973.0,97.0,1137
1973.0,100.0,1120
1973.0,90.0,1109
1973.0,110.0,1107
1973.0,82.0,1104
1973.0,80.0,1091
1973.0,91.0,1087
1973.0,110.0,1087
1973.0,92.0,1086
1973.0,95.0,1085
1973.0,106.0,1080
1973.0,90.0,1071
1973.0,84.0,1069
1973.0,101.0,1063
1973.0,106.0,1057
1973.0,95.0,1048
1973.0,99.0,1045
1973.0,85.0,1041
1973.0,95.0,1039
1973.0,105.0,1014
1973.0,103.0,1003
1973.0,102.0,1000
1973.0,94.0,999
1973.0,95.0,999
1973.0,100.0,998
1973.0,110.0,997
1973.0,105.0,987
1973.0,88.0,985
1973.0,89.0,976
1973.0,99.0,950
1973.0,80.0,948
1973.0,82.0,938
1973.0,119.0,936
1973.0,105.0,931
1973.0,91.0,919
1973.0,86.0,914
1973.0,108.0,913
1973.0,88.0,913
1973.0,91.0,900
1973.0,115.0,899
1973.0,87.0,888
1973.0,90.0,884
1973.0,102.0,882
1973.0,80.0,881
1973.0,106.0,879
1973.0,89.0,872
1973.0,115.0,855
1973.0,124.0,847
1973.0,99.0,819
1973.0,86.0,818
1973.0,84.0,802
1973.0,159.0,798
1973.0,102.0,795
1973.0,108.0,793
1973.0,104.0,787
1973.0,99.0,775
1973.0,87.0,750
1973.0,98.0,749
1973.0,86.0,744
1973.0,90.0,743
1973.0,100.0,738
1973.0,93.0,733
1973.0,90.0,723
1973.0,81.0,722
1973.0,85.0,721
1973.0,86.0,718
1973.0,85.0,713
1973.0,112.0,710
1973.0,98.0,709
1973.0,112.0,707
1973.0,55.0,705
1973.0,88.0,703
1973.0,110.0,691
1973.0,108.0,690
1973.0,108.0,685
1973.0,98.0,684
1973.0,88.0,683
1973.0,117.0,682
1973.0,83.0,667
1973.0,100.0,666
1973.0,90.0,664
1973.0,95.0,661
1973.0,115.0,658
1973.0,95.0,650
1973.0,88.0,648
1973.0,88.0,647
1973.0,110.0,647
1973.0,90.0,642
1973.0,131.0,642
1973.0,97.0,641
1973.0,92.0,635
1973.0,73.0,633
1973.0,103.0,632
1973.0,89.0,631
1973.0,83.0,627
1973.0,86.0,627
1973.0,89.0,623
1973.0,84.0,615
1973.0,118.0,612
1973.0,88.0,609
1973.0,85.0,605
1973.0,133.0,603
1973.0,80.0,601
1973.0,100.0,600
1973.0,87.0,598
1973.0,75.0,595
1973.0,74.0,592
1973.0,96.0,592
1973.0,111.0,590
1973.0,104.0,587
1973.0,91.0,586
1973.0,90.0,586
1973.0,102.0,581
1973.0,92.0,576
1973.0,87.0,576
1973.0,98.0,575
1973.0,83.0,572
1973.0,73.0,571
1973.0,110.0,566
1973.0,126.0,562
1973.0,93.0,553
1973.0,118.0,553
1973.0,108.0,538
1973.0,92.0,528
1973.0,93.0,527
1973.0,81.0,523
1973.0,96.0,519
1973.0,94.0,517
1973.0,89.0,511
1973.0,99.0,510
1973.0,82.0,503
1973.0,81.0,499
1973.0,105.0,494
1973.0,91.0,492
1973.0,84.0,490
1973.0,103.0,489
1973.0,92.0,488
1973.0,106.0,483
1973.0,78.0,482
1973.0,60.0,471
1973.0,90.0,469
1973.0,96.0,467
1973.0,82.0,464
1973.0,116.0,456
1973.0,100.0,453
1973.0,100.0,452
1973.0,91.0,451
1973.0,89.0,448
1973.0,94.0,447
1973.0,95.0,446
1973.0,86.0,446
1973.0,78.0,443
1973.0,84.0,442
1973.0,94.0,441
1973.0,93.0,441
1973.0,98.0,433
1973.0,107.0,433
1973.0,105.0,432
1973.0,86.0,431
1973.0,96.0,428
1973.0,82.0,427
1973.0,103.0,426
1973.0,94.0,419
1973.0,91.0,418
1973.0,110.0,417
1973.0,93.0,414
1973.0,130.0,413
1973.0,95.0,413
1973.0,93.0,411
1973.0,95.0,403
1973.0,93.0,401
1973.0,84.0,399
1973.0,116.0,398
1973.0,114.0,396
1973.0,102.0,396
1973.0,94.0,394
1973.0,134.0,392
1973.0,102.0,389
1973.0,100.0,388
1973.0,103.0,382
1973.0,90.0,378
1973.0,122.0,376
1973.0,98.0,374
1973.0,82.0,373
1973.0,146.0,361
1973.0,90.0,359
1973.0,118.0,359
1973.0,96.0,356
1973.0,85.0,352
1973.0,74.0,350
1973.0,102.0,346
1973.0,100.0,345
1973.0,93.0,342
1973.0,99.0,341
1973.0,83.0,341
1973.0,98.0,338
1973.0,94.0,335
1973.0,54.0,332
1973.0,85.0,331
1973.0,89.0,329
1974.0,202.0,1006102
1974.0,130.0,266716
1974.0,106.0,133493
1974.0,83.0,121092
1974.0,93.0,116275
1974.0,113.0,87781
1974.0,125.0,86945
1974.0,128.0,49891
1974.0,165.0,35859
1974.0,93.0,32227
1974.0,98.0,27629
1974.0,104.0,23868
1974.0,144.0,22065
1974.0,83.0,20181
1974.0,115.0,20105
1974.0,112.0,18615
1974.0,155.0,18217
1974.0,105.0,17788
1974.0,92.0,16558
1974.0,112.0,16524
1974.0,121.0,15599
1974.0,110.0,15026
1974.0,91.0,14517
1974.0,110.0,13863
1974.0,102.0,13373
1974.0,111.0,13138
1974.0,104.0,12736
1974.0,122.0,12543
1974.0,105.0,11090
1974.0,118.0,10140
1974.0,101.0,9608
1974.0,130.0,9091
1974.0,108.0,9068
1974.0,107.0,8723
1974.0,110.0,8672
1974.0,105.0,8614
1974.0,77.0,8200
1974.0,92.0,7964
1974.0,105.0,7672
1974.0,150.0,7384
1974.0,79.0,7068
1974.0,89.0,6988
1974.0,112.0,6847
1974.0,103.0,6776
1974.0,88.0,6647
1974.0,93.0,6628
1974.0,84.0,6365
1974.0,130.0,6309
1974.0,91.0,6197
1974.0,138.0,5679
1974.0,93.0,5676
1974.0,84.0,5640
1974.0,91.0,4992
1974.0,98.0,4917
1974.0,87.0,4844
1974.0,114.0,4811
1974.0,103.0,4770
1974.0,84.0,4658
1974.0,104.0,4639
1974.0,115.0,4607
1974.0,108.0,4583
1974.0,124.0,4531
1974.0,109.0,4455
1974.0,111.0,4353
1974.0,91.0,4221
1974.0,193.0,4115
1974.0,86.0,4047
1974.0,92.0,4033
1974.0,84.0,4017
1974.0,123.0,3874
1974.0,88.0,3836
1974.0,96.0,3735
1974.0,91.0,3674
1974.0,78.0,3586
1974.0,111.0,3516
1974.0,89.0,3497
1974.0,121.0,3446
1974.0,89.0,3393
1974.0,103.0,3366
1974.0,97.0,3269
1974.0,86.0,3213
1974.0,91.0,3202
1974.0,85.0,3064
1974.0,88.0,3042
1974.0,92.0,2975
1974.0,84.0,2917
1974.0,83.0,2867
1974.0,99.0,2838
1974.0,97.0,2768
1974.0,87.0,2713
1974.0,89.0,2696
1974.0,93.0,2457
1974.0,132.0,2450
1974.0,105.0,2424
1974.0,97.0,2399
1974.0,77.0,2380
1974.0,77.0,2365
1974.0,113.0,2306
1974.0,106.0,2256
1974.0,91.0,2227
1974.0,91.0,2178
1974.0,93.0,2131
1974.0,89.0,2131
1974.0,115.0,2117
1974.0,93.0,2104
1974.0,140.0,2033
1974.0,287.0,1981
1974.0,84.0,1945
1974.0,90.0,1939
1974.0,103.0,1884
1974.0,85.0,1882
1974.0,99.0,1842
1974.0,83.0,1822
1974.0,83.0,1818
1974.0,118.0,1818
1974.0,88.0,1814
1974.0,75.0,1813
1974.0,104.0,1796
1974.0,120.0,1756
1974.0,169.0,1747
1974.0,105.0,1725
1974.0,120.0,1720
1974.0,107.0,1706
1974.0,120.0,1690
1974.0,88.0,1666
1974.0,99.0,1631
1974.0,110.0,1630
1974.0,106.0,1629
1974.0,120.0,1620
1974.0,120.0,1497
1974.0,97.0,1495
1974.0,125.0,1481
1974.0,89.0,1480
1974.0,102.0,1465
1974.0,86.0,1458
1974.0,92.0,1453
1974.0,96.0,1434
1974.0,100.0,1400
1974.0,105.0,1398
1974.0,91.0,1387
1974.0,109.0,1355
1974.0,112.0,1343
1974.0,94.0,1333
1974.0,91.0,1299
1974.0,102.0,1297
1974.0,80.0,1193
1974.0,110.0,1180
1974.0,170.0,1175
1974.0,70.0,1168
1974.0,112.0,1165
1974.0,105.0,1137
1974.0,82.0,1132
1974.0,88.0,1125
1974.0,88.0,1124
1974.0,87.0,1116
1974.0,90.0,1106
1974.0,104.0,1104
1974.0,96.0,1099
1974.0,103.0,1096
1974.0,100.0,1087
1974.0,83.0,1082
1974.0,65.0,1059
1974.0,92.0,1033
1974.0,92.0,1031
1974.0,83.0,1029
1974.0,105.0,1024
1974.0,90.0,1022
1974.0,88.0,1012
1974.0,99.0,1004
1974.0,89.0,1004
1974.0,95.0,1003
1974.0,77.0,996
1974.0,92.0,988
1974.0,91.0,981
1974.0,89.0,977
1974.0,107.0,947
1974.0,90.0,930
1974.0,104.0,904
1974.0,143.0,902
1974.0,109.0,901
1974.0,92.0,881
1974.0,105.0,879
1974.0,94.0,877
1974.0,83.0,876
1974.0,96.0,871
1974.0,110.0,870
1974.0,104.0,852
1974.0,114.0,851
1974.0,72.0,843
1974.0,83.0,843
1974.0,80.0,842
1974.0,102.0,840
1974.0,91.0,837
1974.0,92.0,823
1974.0,115.0,814
1974.0,75.0,811
1974.0,97.0,795
1974.0,87.0,792
1974.0,101.0,788
1974.0,89.0,786
1974.0,98.0,780
1974.0,88.0,779
1974.0,133.0,778
1974.0,92.0,777
1974.0,103.0,776
1974.0,131.0,775
1974.0,85.0,773
1974.0,123.0,759
1974.0,101.0,756
1974.0,93.0,756
1974.0,93.0,754
1974.0,93.0,750
1974.0,105.0,743
1974.0,111.0,742
1974.0,82.0,733
1974.0,91.0,731
1974.0,100.0,729
1974.0,84.0,727
1974.0,107.0,708
1974.0,89.0,699
1974.0,105.0,696
1974.0,108.0,694
1974.0,80.0,671
1974.0,88.0,668
1974.0,86.0,668
1974.0,93.0,667
1974.0,90.0,664
1974.0,117.0,659
1974.0,77.0,657
1974.0,99.0,646
1974.0,94.0,645
1974.0,85.0,638
1974.0,78.0,627
1974.0,110.0,626
1974.0,105.0,624
1974.0,89.0,616
1974.0,79.0,611
1974.0,159.0,610
1974.0,98.0,610
1974.0,107.0,608
1974.0,150.0,605
1974.0,90.0,601
1974.0,89.0,600
1974.0,92.0,588
1974.0,100.0,584
1974.0,129.0,573
1974.0,126.0,570
1974.0,155.0,569
1974.0,89.0,566
1974.0,146.0,564
1974.0,98.0,561
1974.0,73.0,560
1974.0,70.0,556
1974.0,107.0,553
1974.0,91.0,546
1974.0,93.0,542
1974.0,86.0,526
1974.0,106.0,523
1974.0,106.0,522
1974.0,90.0,511
1974.0,118.0,497
1974.0,99.0,496
1974.0,91.0,494
1974.0,88.0,485
1974.0,87.0,484
1974.0,94.0,484
1974.0,93.0,483
1974.0,108.0,479
1974.0,89.0,478
1974.0,93.0,477
1974.0,86.0,467
1974.0,87.0,464
1974.0,100.0,462
1974.0,109.0,462
1974.0,126.0,457
1974.0,110.0,457
1974.0,83.0,455
1974.0,90.0,454
1974.0,102.0,452
1974.0,81.0,451
1974.0,105.0,451
1974.0,105.0,448
1974.0,110.0,446
1974.0,94.0,446
1974.0,90.0,445
1974.0,99.0,445
1974.0,120.0,439
1974.0,96.0,432
1974.0,71.0,430
1974.0,92.0,430
1974.0,103.0,428
1974.0,83.0,428
1974.0,85.0,428
1974.0,104.0,427
1974.0,87.0,425
1974.0,102.0,423
1974.0,175.0,421
1974.0,86.0,416
1974.0,88.0,415
1974.0,82.0,414
1974.0,105.0,407
1974.0,93.0,403
1974.0,96.0,400
1974.0,98.0,400
1974.0,90.0,393
1974.0,97.0,391
1974.0,90.0,389
1974.0,96.0,381
1974.0,90.0,377
1974.0,97.0,375
1974.0,89.0,375
1974.0,91.0,373
1974.0,116.0,373
1974.0,105.0,372
1974.0,88.0,371
1974.0,87.0,367
1974.0,106.0,366
1974.0,100.0,365
1974.0,87.0,365
1974.0,80.0,363
1974.0,94.0,358
1974.0,96.0,358
1974.0,87.0,356
1974.0,170.0,355
1974.0,95.0,353
1974.0,120.0,348
1974.0,110.0,348
1974.0,100.0,348
1974.0,75.0,346
1974.0,153.0,343
1974.0,89.0,342
1974.0,93.0,341
1974.0,99.0,341
1974.0,85.0,340
1974.0,90.0,338
1974.0,95.0,335
1974.0,84.0,335
1974.0,92.0,333
1974.0,90.0,331
1974.0,90.0,331
1974.0,106.0,328
1974.0,105.0,323
1975.0,133.0,834908
1975.0,124.0,512105
1975.0,91.0,463574
1975.0,125.0,218707
1975.0,185.0,132960
1975.0,100.0,122109
1975.0,117.0,48363
1975.0,198.0,46519
1975.0,117.0,42804
1975.0,129.0,40970
1975.0,87.0,33839
1975.0,85.0,32956
1975.0,107.0,32410
1975.0,115.0,30499
1975.0,127.0,27618
1975.0,113.0,22874
1975.0,80.0,22701
1975.0,142.0,21227
1975.0,160.0,21136
1975.0,125.0,20514
1975.0,126.0,18654
1975.0,111.0,17868
1975.0,129.0,15980
1975.0,87.0,15574
1975.0,119.0,15271
1975.0,91.0,15271
1975.0,115.0,14730
1975.0,88.0,11764
1975.0,100.0,10436
1975.0,146.0,10074
1975.0,108.0,9818
1975.0,109.0,9610
1975.0,174.0,9044
1975.0,93.0,8400
1975.0,97.0,8301
1975.0,119.0,7541
1975.0,96.0,6688
1975.0,96.0,6589
1975.0,95.0,5886
1975.0,140.0,5870
1975.0,91.0,5824
1975.0,201.0,5784
1975.0,95.0,5645
1975.0,97.0,5305
1975.0,88.0,5144
1975.0,111.0,5104
1975.0,107.0,4986
1975.0,122.0,4974
1975.0,108.0,4967
1975.0,88.0,4693
1975.0,125.0,4681
1975.0,111.0,4660
1975.0,136.0,4576
1975.0,144.0,4548
1975.0,126.0,4518
1975.0,123.0,4453
1975.0,95.0,4410
1975.0,132.0,4405
1975.0,100.0,4383
1975.0,116.0,4372
1975.0,108.0,4322
1975.0,97.0,4138
1975.0,106.0,3926
1975.0,98.0,3859
1975.0,107.0,3805
1975.0,106.0,3518
1975.0,83.0,3507
1975.0,77.0,3448
1975.0,90.0,3337
1975.0,103.0,3302
1975.0,84.0,3220
1975.0,96.0,3081
1975.0,127.0,3058
1975.0,230.0,3036
1975.0,92.0,3034
1975.0,91.0,3001
1975.0,109.0,2990
1975.0,90.0,2841
1975.0,86.0,2785
1975.0,179.0,2739
1975.0,124.0,2738
1975.0,98.0,2730
1975.0,125.0,2668
1975.0,83.0,2643
1975.0,115.0,2622
1975.0,110.0,2608
1975.0,101.0,2416
1975.0,92.0,2366
1975.0,103.0,2363
1975.0,83.0,2322
1975.0,100.0,2276
1975.0,94.0,2269
1975.0,90.0,2153
1975.0,100.0,2105
1975.0,88.0,2092
1975.0,104.0,2072
1975.0,103.0,2054
1975.0,87.0,2025
1975.0,137.0,1994
1975.0,78.0,1968
1975.0,113.0,1946
1975.0,120.0,1876
1975.0,102.0,1819
1975.0,98.0,1801
1975.0,99.0,1746
1975.0,112.0,1737
1975.0,75.0,1663
1975.0,88.0,1646
1975.0,94.0,1636
1975.0,150.0,1624
1975.0,118.0,1614
1975.0,89.0,1607
1975.0,120.0,1606
1975.0,112.0,1605
1975.0,105.0,1601
1975.0,125.0,1583
1975.0,84.0,1557
1975.0,92.0,1553
1975.0,105.0,1546
1975.0,109.0,1525
1975.0,89.0,1491
1975.0,91.0,1480
1975.0,100.0,1467
1975.0,100.0,1466
1975.0,93.0,1453
1975.0,123.0,1435
1975.0,105.0,1429
1975.0,80.0,1412
1975.0,90.0,1382
1975.0,96.0,1381
1975.0,107.0,1358
1975.0,73.0,1356
1975.0,81.0,1309
1975.0,117.0,1302
1975.0,95.0,1289
1975.0,102.0,1254
1975.0,88.0,1251
1975.0,120.0,1250
1975.0,90.0,1250
1975.0,90.0,1245
1975.0,94.0,1233
1975.0,91.0,1232
1975.0,133.0,1222
1975.0,114.0,1212
1975.0,88.0,1204
1975.0,100.0,1184
1975.0,100.0,1166
1975.0,89.0,1142
1975.0,91.0,1132
1975.0,100.0,1113
1975.0,131.0,1112
1975.0,150.0,1099
1975.0,91.0,1079
1975.0,111.0,1078
1975.0,125.0,1062
1975.0,90.0,1046
1975.0,116.0,1043
1975.0,100.0,1018
1975.0,85.0,1015
1975.0,109.0,1004
1975.0,118.0,1003
1975.0,117.0,987
1975.0,118.0,982
1975.0,90.0,969
1975.0,94.0,968
1975.0,97.0,951
1975.0,96.0,947
1975.0,103.0,920
1975.0,95.0,919
1975.0,90.0,911
1975.0,118.0,897
1975.0,102.0,869
1975.0,85.0,867
1975.0,111.0,859
1975.0,91.0,813
1975.0,106.0,799
1975.0,89.0,790
1975.0,73.0,789
1975.0,80.0,782
1975.0,152.0,761
1975.0,96.0,759
1975.0,156.0,759
1975.0,95.0,756
1975.0,107.0,742
1975.0,115.0,740
1975.0,94.0,730
1975.0,61.0,723
1975.0,93.0,719
1975.0,68.0,717
1975.0,102.0,697
1975.0,95.0,694
1975.0,100.0,687
1975.0,95.0,683
1975.0,112.0,681
1975.0,137.0,678
1975.0,88.0,669
1975.0,92.0,666
1975.0,160.0,664
1975.0,85.0,663
1975.0,91.0,662
1975.0,105.0,645
1975.0,126.0,644
1975.0,94.0,641
1975.0,95.0,636
1975.0,150.0,635
1975.0,91.0,634
1975.0,82.0,631
1975.0,90.0,627
1975.0,86.0,617
1975.0,111.0,602
1975.0,94.0,600
1975.0,86.0,599
1975.0,100.0,594
1975.0,96.0,586
1975.0,95.0,583
1975.0,90.0,581
1975.0,89.0,579
1975.0,81.0,570
1975.0,121.0,562
1975.0,137.0,554
1975.0,84.0,553
1975.0,105.0,551
1975.0,109.0,541
1975.0,93.0,533
1975.0,100.0,531
1975.0,112.0,530
1975.0,67.0,529
1975.0,92.0,529
1975.0,94.0,526
1975.0,86.0,523
1975.0,103.0,521
1975.0,101.0,520
1975.0,125.0,512
1975.0,94.0,508
1975.0,107.0,508
1975.0,82.0,508
1975.0,167.0,507
1975.0,91.0,502
1975.0,83.0,494
1975.0,87.0,493
1975.0,75.0,491
1975.0,130.0,487
1975.0,91.0,486
1975.0,89.0,480
1975.0,76.0,479
1975.0,86.0,479
1975.0,110.0,475
1975.0,105.0,469
1975.0,95.0,465
1975.0,98.0,462
1975.0,99.0,457
1975.0,88.0,456
1975.0,92.0,443
1975.0,141.0,443
1975.0,98.0,441
1975.0,75.0,439
1975.0,95.0,439
1975.0,72.0,435
1975.0,105.0,434
1975.0,145.0,430
1975.0,92.0,428
1975.0,143.0,427
1975.0,102.0,423
1975.0,177.0,422
1975.0,100.0,420
1975.0,87.0,420
1975.0,88.0,416
1975.0,140.0,415
1975.0,103.0,411
1975.0,110.0,401
1975.0,104.0,399
1975.0,89.0,398
1975.0,110.0,397
1975.0,84.0,395
1975.0,95.0,394
1975.0,82.0,393
1975.0,95.0,386
1975.0,86.0,385
1975.0,89.0,385
1975.0,89.0,377
1975.0,88.0,376
1975.0,90.0,376
1975.0,80.0,370
1975.0,83.0,367
1975.0,91.0,359
1975.0,95.0,356
1975.0,89.0,355
1975.0,96.0,354
1975.0,99.0,354
1975.0,90.0,354
1975.0,108.0,353
1975.0,93.0,353
1975.0,84.0,352
1975.0,74.0,350
1975.0,110.0,350
1975.0,101.0,348
1975.0,85.0,348
1975.0,106.0,346
